contractSymbol,price_source,implied_volatility,greek_status,failure_reason,delta,gamma,vega,theta,rho
SPY20260719P00600000,bid,0.25396470837623075,success,,-0.46474672372434345,0.008384714064916882,74.15806195223412,-85.48050075609233,-28.690176889006644
SPY20260719P00600000,mid,0.2576055642419066,success,,-0.4647968575517176,0.008266301320525698,74.15888918041884,-86.86512395023765,-28.719205900364823
SPY20260719P00600000,ask,0.26124637354146313,success,,-0.46483932251844484,0.008151176533143853,74.15958894604474,-88.2497723980118,-28.74778972718305
SPY20260719C00620000,bid,0.3081941023076382,success,,0.3998342100108255,0.006716647698961424,72.08976958761819,-123.81007484226092,21.705980383359858
SPY20260719C00620000,mid,0.31484624010446494,success,,0.40269896534362304,0.006586929745743595,72.22345948394697,-126.55580975878391,21.82582372405356
SPY20260719C00620000,ask,0.32148645697472056,success,,0.4054618067385891,0.006462059802581133,72.3486446649722,-129.28970185698228,21.939751837308055
SPY20260719P00620000,bid,0.3331419007855897,success,,-0.5899059214882756,0.006253356165790332,72.55029268402144,-109.36857091450288,-37.618602030234186
SPY20260719P00620000,mid,0.3478668714297768,success,,-0.5844139209174756,0.006007288655836831,72.77602258751264,-115.3850967647324,-37.40334199885815
SPY20260719P00620000,ask,0.36254916888212974,success,,-0.5792950507086405,0.005779643328332112,72.97341932347038,-121.3578327077256,-37.209739324498216
SPY20260719C00640000,bid,0.36852028649569846,success,,0.31846399889313604,0.0051894784140026715,66.60116935252476,-133.9662733350742,17.190074498664096
SPY20260719C00640000,mid,0.3777978221052867,success,,0.3236352372117414,0.005096130828895268,67.04968829601762,-138.13507690553573,17.430248579463825
SPY20260719C00640000,ask,0.3870157717084681,success,,0.32858405695180615,0.0050056325174383035,67.46590826656684,-142.2561603068482,17.65751282248508
SPY20260719P00640000,bid,0.37916468672177384,success,,-0.6756192977760077,0.005082569224587443,67.11319736202854,-113.24632496259511,-44.208160093215376
SPY20260719P00640000,mid,0.4142372261595483,success,,-0.6578021185635116,0.004751553217265372,68.54589748574925,-128.8122928321037,-43.40424289927868
SPY20260719P00640000,ask,0.4486700402487648,success,,-0.6424365167485095,0.0044576758642478525,69.65179306908834,-143.8496063434294,-42.74262109317098
SPY20260719C00660000,bid,0.41342572770968267,success,,0.2588709652752873,0.004194808579918163,60.395751785577936,-134.8169344783209,13.931397117004659
SPY20260719C00660000,mid,0.4247740213968736,success,,0.2656355509475594,0.004137050107465873,61.19916173612131,-140.25809550245802,14.257281263802545
SPY20260719C00660000,ask,0.43598007421569157,success,,0.27207998106390274,0.004079529405951015,61.94032123514473,-145.59996085203775,14.564582767917443
SPY20260918C00540000,bid,0.2598258740686309,success,,0.8252017386741094,0.0032173369874760036,79.37207987283718,-55.95337901535357,111.15086199843996
SPY20260918C00540000,mid,0.3175788703770209,success,,0.7858878420351183,0.0029786875832605504,89.81841081113312,-69.79282260568189,103.6345317772592
SPY20260918C00540000,ask,0.3703344280024151,success,,0.759451921097007,0.0027276244073143776,95.91078993373915,-82.2221259005714,98.15611242701402
SPY20260918P00540000,bid,0.36612356558217296,success,,-0.23870676121485512,0.0027474479641331666,95.50936793199953,-59.86486159883064,-42.374544163576275
SPY20260918P00540000,mid,0.37819722902475483,success,,-0.2438758670461908,0.002690882901162083,96.62776926267482,-62.682358697928294,-43.498489148428774
SPY20260918P00540000,ask,0.3901385515559521,success,,-0.24866733868949875,0.002635873591863225,97.64100891994207,-65.45781488357844,-44.5626745048138
SPY20260918C00560000,bid,0.25920427225374987,success,,0.7466856401696492,0.004006419315696483,98.6023733317193,-64.01822367445665,102.637222664662
SPY20260918C00560000,mid,0.2875108290459457,success,,0.7299080571326718,0.003732828288776053,101.90160670779609,-70.59146311128,99.23316818907628
SPY20260918C00560000,ask,0.3150365092684049,success,,0.7165200504757283,0.003488388306284385,104.34569130574697,-76.93368385121843,96.3655068170354
SPY20260918P00560000,bid,0.3344243875936921,success,,-0.29149903674358957,0.0033297893583192455,105.7312857460393,-59.20848147264559,-51.58861615415658
SPY20260918P00560000,mid,0.343855516891567,success,,-0.2950366695997233,0.003256619911380436,106.32414096083147,-61.36042947852515,-52.41218469200545
SPY20260918P00560000,ask,0.35323641065981426,success,,-0.2983415363357569,0.0031863461799415474,106.86788956736959,-63.496096831237,-53.19891869480111
SPY20260918C00580000,bid,0.23733291102123819,success,,0.6648154258796265,0.004982725843610386,112.28293867828523,-64.73704981311191,93.7484119132071
SPY20260918C00580000,mid,0.24940737540107402,success,,0.6594952249606119,0.004770460504528212,112.9687722322127,-67.44942933485471,92.54780720457725
SPY20260918C00580000,ask,0.2614140395110379,success,,0.6547694584975179,0.004575094763656111,113.55802067513042,-70.14499924967515,91.44127036335495
SPY20260918P00580000,bid,0.29621945706138586,success,,-0.35633872676867195,0.004084163785063886,114.86971502672525,-54.99227253207346,-62.73290138668425
SPY20260918P00580000,mid,0.3027430164892767,success,,-0.35806292257220595,0.004002921319331419,115.06414100761198,-56.45308511668895,-63.20356146817114
SPY20260918P00580000,ask,0.3092559402154925,success,,-0.3596880891335652,0.003924784457350945,115.24515420888925,-57.91089589552372,-63.658550193144634
SPY20260918C00600000,bid,0.19799877071950397,success,,0.5614288910125633,0.006461205697825697,121.46883699357721,-57.969446747225696,81.59711544560697
SPY20260918C00600000,mid,0.20145621195401817,success,,0.561076926712144,0.006351190882680065,121.48555470620848,-58.74674982461726,81.4306442901092
SPY20260918C00600000,ask,0.2049131875273381,success,,0.5607486495907822,0.00624484043462742,121.50106005282503,-59.5242623582475,81.26792181285276
SPY20260918P00600000,bid,0.24979746909665873,success,,-0.4418107555869788,0.005127725840437236,121.6190601608503,-45.890828352049056,-77.16330819802614
SPY20260918P00600000,mid,0.2532508125126641,success,,-0.4419033633849955,0.00505797743467181,121.62323389845304,-46.67001497393226,-77.2887365370687
SPY20260918P00600000,ask,0.2567040441699828,success,,-0.44198406288859304,0.004990085555583468,121.62686548233151,-47.449252440477586,-77.41228038294351
SPY20260918C00620000,bid,0.24415639351107363,success,,0.45435243303510847,0.005267955883421517,122.12344378980012,-66.46839452578126,65.55451796234462
SPY20260918C00620000,mid,0.250213826083595,success,,0.45667144542545834,0.005143784935695162,122.20329557352167,-67.93472631031025,65.72632426152678
SPY20260918C00620000,ask,0.25626745886077174,success,,0.4589100017777319,0.005025281762571975,122.27641344702405,-69.39680880849366,65.88539896862467
SPY20260918P00620000,bid,0.2924977065330576,success,,-0.5290752885527774,0.004414563230648381,122.60241328442903,-53.547152562221385,-95.19002713704653
SPY20260918P00620000,mid,0.3033426949751359,success,,-0.5258603077247114,0.004259105564377218,122.67067564800513,-56.13101304065369,-95.03204670096032
SPY20260918P00620000,ask,0.3141820954828839,success,,-0.5227907320480227,0.004114099347922542,122.72838487710618,-58.70660500957739,-94.89707530224959
SPY20260918C00640000,bid,0.2764205116603281,success,,0.37853460796020627,0.004464958430638627,117.18620724240088,-69.66400900290218,54.432155112672476
SPY20260918C00640000,mid,0.28459621837870586,success,,0.3834978254976553,0.004353830106846314,117.64931834586277,-71.81087818985895,54.964376492797804
SPY20260918C00640000,ask,0.2927412100847159,success,,0.3882289418467389,0.004247909079347337,118.0722633595384,-73.93736432151461,55.45986867418491
SPY20260918P00640000,bid,0.3183312298552263,success,,-0.5981258125878272,0.003943457768668625,119.1914912367383,-55.215471325768775,-110.2078224010559
SPY20260918P00640000,mid,0.34107434609612997,success,,-0.5873129439110738,0.0037046365555116127,119.97298790549458,-61.01049601176658,-109.21410016330037
SPY20260918P00640000,ask,0.3636851027992013,success,,-0.5775657013135593,0.0034924186612451955,120.5981440031461,-66.70924444212118,-108.38901042024472
SPY20260918C00660000,bid,0.2992822411206123,success,,0.3175304593837532,0.003865183463407068,109.8347768881352,-69.23664041663173,45.627648264983996
SPY20260918C00660000,mid,0.30906887480056844,success,,0.32468392318955175,0.003777691412968795,110.85889924817907,-72.00295637321027,46.47482210633853
SPY20260918C00660000,ask,0.31876975231500515,success,,0.3314551374796652,0.003693421936038239,111.78791119187255,-74.7224341392674,47.261505532620596
SPY20260918P00660000,bid,0.3303130276574212,success,,-0.6608708151589371,0.0035964203074551142,112.79372931805898,-51.80793725645525,-124.11173461166683
SPY20260918P00660000,mid,0.3701310085663515,success,,-0.6371548252764838,0.0032891081443818643,115.59057810131925,-62.67189334862299,-121.55877745988538
SPY20260918P00660000,ask,0.4091414770852383,success,,-0.6172747113736327,0.0030266747315345257,117.57854233220371,-73.05739836514216,-119.61283996673379
